latitude,longitude,name
43.26956212551608,-2.941753396222842,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.2695293,-2.9418704,curvetocurve_240117
43.26952351387877,-2.9418892304496653,curvetocurve_240117
43.26951495086086,-2.9419170934612118,curvetocurve_240117
43.26950563197869,-2.9419474159284333,curvetocurve_240117
43.26949578298689,-2.9419794632669842,curvetocurve_240117
43.26948548967656,-2.942012956317913,curvetocurve_240117
43.2694387,-2.9421652,curvetocurve_240117
43.2694387,-2.9421652,curvetocurve_240117
43.2694387,-2.9421652,curvetocurve_240117
43.2694387,-2.9421652,curvetocurve_240117
43.26942769827287,-2.9422041255202327,curvetocurve_240117
43.269403,-2.9422915,curvetocurve_240117
43.26940179481449,-2.9423010960624505,curvetocurve_240117
43.26939558659079,-2.942350488571812,curvetocurve_240117
43.26938913180504,-2.9424018425332705,curvetocurve_240117
43.2693735,-2.9425262,curvetocurve_240117
43.2693735,-2.9425262,curvetocurve_240117
43.269369254714825,-2.9425651984680274,curvetocurve_240117
43.269363241273545,-2.9426204270870966,curvetocurve_240117
43.269357171619745,-2.942676171713606,curvetocurve_240117
43.269351169331166,-2.9427312973911985,curvetocurve_240117
43.26934535144116,-2.942784729288728,curvetocurve_240117
43.2693072,-2.9431351,curvetocurve_240117
43.2693072,-2.9431351,curvetocurve_240117
43.2693072,-2.9431351,curvetocurve_240117
43.2693072,-2.9431351,curvetocurve_240117
43.2693072,-2.9431351,curvetocurve_240117
43.2693072,-2.9431351,curvetocurve_240117
43.26930674694604,-2.943138294562382,curvetocurve_240117
43.26929934941129,-2.9431903459169484,curvetocurve_240117
43.269292000625086,-2.9432420540840365,curvetocurve_240117
43.26928471881109,-2.9432932908408036,curvetocurve_240117
43.269277441573536,-2.943344495223059,curvetocurve_240117
43.2692437,-2.9435819,curvetocurve_240117
43.2692437,-2.9435819,curvetocurve_240117
43.2692437,-2.9435819,curvetocurve_240117
43.2692437,-2.9435819,curvetocurve_240117
43.26923975455085,-2.943609609740983,curvetocurve_240117
43.26923245548348,-2.9436682586950997,curvetocurve_240117
43.26922733543774,-2.943723680207205,curvetocurve_240117
43.26922234504888,-2.943777697970369,curvetocurve_240117
43.269217170463996,-2.943833709236527,curvetocurve_240117
43.2691923,-2.9441029,curvetocurve_240117
43.2691923,-2.9441029,curvetocurve_240117
43.2691923,-2.9441029,curvetocurve_240117
43.269234558638416,-2.9441045564552417,curvetocurve_240117
43.26922269868291,-2.9441040915538306,curvetocurve_240117
43.26921230963655,-2.944103684311109,curvetocurve_240117
43.26920077930643,-2.944103232331092,curvetocurve_240117
43.2691331,-2.9443178,curvetocurve_240117
43.26913265477802,-2.9443195518872343,curvetocurve_240117
43.26911877960337,-2.944374031896643,curvetocurve_240117
43.26910504123629,-2.9444279746146775,curvetocurve_240117
43.269091276063946,-2.9444820224570396,curvetocurve_240117
43.269077550458164,-2.944535914820242,curvetocurve_240117
43.269063698455916,-2.9445903033419984,curvetocurve_240117
43.26905005198283,-2.944643884750218,curvetocurve_240117
43.2690368148544,-2.9446958587935317,curvetocurve_240117
43.269023579444436,-2.944747825974095,curvetocurve_240117
43.268978655586324,-2.9452691323793805,curvetocurve_240117
43.26897362909865,-2.945267687312264,curvetocurve_240117
