name,latitude,longitude
Prueba158,43.26817783333333,-2.9486285000000003
Prueba159,43.26817333333334,-2.9486685000000006
Prueba160,43.26815866666668,-2.9487863333333335
Prueba161,43.26815466666667,-2.9488235
Prueba162,43.26813383333334,-2.9489763333333334
Prueba163,43.26810766666667,-2.949133166666667
Prueba164,43.268098333333334,-2.9492138333333333
Prueba165,43.26809466666668,-2.9492559999999997
Prueba166,43.26809116666667,-2.9492979999999998
Prueba167,43.26808483333332,-2.9493823333333338
Prueba168,43.268081499999994,-2.9494246666666672
Prueba169,43.26807466666668,-2.9495090000000004
Prueba170,43.268148999999994,-2.9488355000000004
Prueba171,43.26814733333334,-2.9488304999999997
Prueba172,43.268174333333334,-2.9488626666666664
Prueba173,43.268178500000005,-2.9488715000000005
Prueba174,43.268181,-2.9488775000000005
Prueba175,43.268181,-2.9488829999999995
Prueba176,43.26818183333333,-2.948930333333333
Prueba177,43.268181500000004,-2.948941333333334
Prueba178,43.268181166666665,-2.9489539999999996
Prueba179,43.268178,-2.9490145000000005
Prueba180,43.26817033333334,-2.9490998333333334
Prueba181,43.268173,-2.949156666666667
Prueba182,43.26817333333334,-2.949176666666667
Prueba183,43.268172333333325,-2.9491986666666663
Prueba184,43.268171333333335,-2.9492201666666666
Prueba185,43.26816999999999,-2.949239833333333
Prueba186,43.268166,-2.949277333333333
Prueba187,43.26816433333334,-2.949293166666666
Prueba188,43.268157,-2.9493396666666665
Prueba189,43.26815433333333,-2.949355666666667
Prueba190,43.26815199999999,-2.949371
Prueba191,43.26814966666668,-2.9493873333333327
Prueba192,43.26814683333333,-2.9494061666666664
Prueba193,43.268133166666665,-2.9494900000000004
Prueba194,43.2681295,-2.9495298333333335
Prueba195,43.268124833333324,-2.9495868333333335
Prueba196,43.26810900000001,-2.9496778333333324
Prueba197,43.26809016666666,-2.9497543333333334
Prueba198,43.26808716666666,-2.9497725000000004
Prueba199,43.26808466666667,-2.949789333333334
Prueba200,43.26806966666667,-2.949832333333333
Prueba201,43.267540833333335,-2.9502954999999993
Prueba202,43.26744966666667,-2.9502586666666666
Prueba203,43.26739066666668,-2.9501866666666667
Prueba204,43.267374000000004,-2.9501508333333333
Prueba205,43.267353,-2.950109
Prueba206,43.2673345,-2.950063
Prueba207,43.267233000000004,-2.949692833333333
Prueba208,43.267189333333334,-2.949479666666666
Prueba209,43.267157499999996,-2.949310333333333
Prueba210,43.26713516666666,-2.9491985
Prueba211,43.26758233333334,-2.9487374999999996
Prueba212,43.26666566666666,-2.946090833333333
Prueba213,43.26666149999999,-2.9460901666666666
Prueba214,43.266657,-2.946091
Prueba215,43.26665549999999,-2.946090666666667
Prueba216,43.26665549999999,-2.946090666666667
Prueba217,43.26665633333334,-2.946090666666667
Prueba218,43.26665766666666,-2.9460904999999995
Prueba219,43.26665849999999,-2.9460903333333337
Prueba220,43.26666183333333,-2.946090666666667
Prueba221,43.26666266666666,-2.946090833333333
Prueba222,43.26666333333333,-2.9460911666666663
Prueba223,43.266665333333336,-2.946092166666667
Prueba224,43.26666566666666,-2.946092166666667
Prueba225,43.26666566666666,-2.946092166666667
Prueba226,43.26666466666667,-2.9460918333333335
Prueba227,43.266659,-2.946088333333334
Prueba228,43.26665549999999,-2.9460861666666673
Prueba229,43.266648,-2.9460815
Prueba230,43.26664416666667,-2.9460790000000006
Prueba231,43.266640499999994,-2.9460766666666665
Prueba232,43.26663016666666,-2.946070333333334
Prueba233,43.266625999999995,-2.9460664999999993
Prueba234,43.26662100000001,-2.9460618333333337
Prueba235,43.266615833333326,-2.9460566666666668
Prueba236,43.266608,-2.9460498333333334
Prueba237,43.266591,-2.9460313333333334
Prueba238,43.26658300000001,-2.9460276666666667
Prueba239,43.266579,-2.946026833333334
Prueba240,43.26656983333334,-2.946026333333333
Prueba241,43.266567,-2.9460269999999995
Prueba242,43.266561,-2.946026333333333
Prueba243,43.26616733333333,-2.9461941666666673
Prueba244,43.2659995,-2.9462916666666663
Prueba245,43.26569866666667,-2.946405833333334
Prueba246,43.265662333333324,-2.946418666666667
Prueba247,43.265554500000015,-2.946446666666667
Prueba248,43.26532116666667,-2.9464889999999997
Prueba249,43.26529,-2.9464930000000003
Prueba250,43.265257000000005,-2.9465026666666674
Prueba251,43.265226,-2.946509166666667
Prueba252,43.26509983333334,-2.9465390000000005
Prueba253,43.265068166666666,-2.946545333333333
Prueba254,43.26503666666668,-2.9465501666666665
Prueba255,43.264974,-2.9465600000000007
Prueba256,43.2653435,-2.945860166666667
Prueba257,43.26533616666667,-2.9458561666666667
Prueba258,43.2653315,-2.945852666666667
Prueba259,43.26534233333333,-2.9458385000000002
Prueba260,43.26534799999999,-2.9458353333333327
Prueba261,43.265350833333336,-2.945827166666667
Prueba262,43.26535033333333,-2.945825
Prueba263,43.26534916666666,-2.9458235000000004
Prueba264,43.265349,-2.945822666666667
Prueba265,43.265348499999995,-2.9458208333333338
Prueba266,43.265346,-2.9458130000000007
Prueba267,43.265343833333326,-2.9458088333333334
Prueba268,43.265343833333326,-2.9458085000000005
Prueba269,43.265343666666666,-2.9458083333333325
Prueba270,43.265343833333326,-2.945808166666667
Prueba271,43.26534416666667,-2.9458068333333327
Prueba272,43.265344000000006,-2.9458066666666665
Prueba273,43.265344000000006,-2.9458066666666665
Prueba274,43.265344000000006,-2.9458064999999993
Prueba275,43.265343666666666,-2.9458066666666665
Prueba276,43.2653435,-2.945806333333333
Prueba277,43.26534333333334,-2.945806333333333
Prueba278,43.26534316666666,-2.945806333333333
Prueba279,43.26534316666666,-2.9458064999999993
Prueba280,43.265343,-2.9458064999999993
Prueba281,43.265342666666655,-2.9458071666666665
Prueba282,43.26534233333333,-2.9458075
Prueba283,43.26534216666667,-2.9458078333333333
Prueba284,43.26534199999999,-2.9458085000000005
Prueba285,43.265341666666664,-2.945809166666667
Prueba286,43.265341666666664,-2.945809333333333
Prueba287,43.265341666666664,-2.9458094999999993
Prueba288,43.26534133333333,-2.945810333333334
Prueba289,43.26534133333333,-2.9458106666666675
Prueba290,43.26533716666666,-2.945805833333334
Prueba291,43.26533016666667,-2.945790333333333
Prueba292,43.26532783333334,-2.9457875000000002
Prueba293,43.26532466666666,-2.9457855000000004
Prueba294,43.265319333333345,-2.9457788333333337
Prueba295,43.26531799999999,-2.9457781666666665
Prueba296,43.26531783333333,-2.945774
Prueba297,43.26531716666666,-2.9457703333333334
Prueba298,43.265316500000004,-2.945766666666666
Prueba299,43.2653145,-2.945756166666666
Prueba300,43.26531366666666,-2.9457531666666665
Prueba301,43.264700166666664,-2.945484833333333
Prueba302,43.264639333333335,-2.945498166666667
Prueba303,43.26453433333332,-2.9455218333333337
Prueba304,43.26445666666666,-2.945554333333333
Prueba305,43.264430499999996,-2.9455635000000004
Prueba306,43.26432366666666,-2.945601833333333
Prueba307,43.264239166666655,-2.9456346666666673
Prueba308,43.26397466666667,-2.9457351666666667
Prueba309,43.26394483333334,-2.945750666666667
Prueba310,43.26388133333333,-2.9457811666666665
Prueba311,43.263703333333325,-2.9458693333333335
Prueba312,43.263511333333334,-2.9459553333333335
Prueba313,43.26347749999999,-2.945969166666667
Prueba314,43.26306733333333,-2.9461540000000004
Prueba315,43.26303133333332,-2.9461678333333325
Prueba316,43.262949666666664,-2.9462034999999993
Prueba317,43.26290683333334,-2.9462293333333327
Prueba318,43.261770999999996,-2.946697666666666
Prueba319,43.261508,-2.946792666666667
Prueba320,43.261444,-2.9468221666666663
Prueba321,43.261382999999995,-2.9468491666666665
Prueba322,43.26129566666667,-2.946885333333334
Prueba323,43.2611115,-2.946961833333333
Prueba324,43.261086999999996,-2.9469746666666667
Prueba325,43.260926000000005,-2.9470446666666663
Prueba326,43.260899,-2.947056333333333
Prueba327,43.26074400000001,-2.947111666666667
Prueba328,43.260695500000004,-2.9471293333333333
Prueba329,43.260645999999994,-2.9471456666666667
Prueba330,43.26122466666667,-2.9469794999999994
Prueba331,43.261202,-2.946954166666667
Prueba332,43.261195,-2.9469505
Prueba333,43.26118483333333,-2.946948000000001
Prueba334,43.26116483333334,-2.9469414999999994
Prueba335,43.261157999999995,-2.9469353333333332
Prueba336,43.26115366666666,-2.9469295
Prueba337,43.261152333333335,-2.9469275
Prueba338,43.261148166666665,-2.9469234999999996
Prueba339,43.26113566666666,-2.9469156666666665
Prueba340,43.26113,-2.946914
Prueba341,43.26111933333334,-2.9469129999999994
Prueba342,43.261117833333344,-2.946912833333333
Prueba343,43.26111633333334,-2.9469125000000003
Prueba344,43.261113666666674,-2.946912833333333
Prueba345,43.26111250000001,-2.9469125000000003
Prueba346,43.261109833333336,-2.946912666666666
Prueba347,43.261109000000005,-2.946912833333333
Prueba348,43.26110283333333,-2.9469095000000003
Prueba349,43.26110116666667,-2.946908833333333
Prueba350,43.26109966666667,-2.946908666666667
Prueba351,43.26109916666666,-2.946908833333333
Prueba352,43.26109750000001,-2.9469090000000002
Prueba353,43.26109666666667,-2.9469091666666665
Prueba354,43.26109616666666,-2.946911
Prueba355,43.26109566666667,-2.9469123333333327
Prueba356,43.261095499999996,-2.946912666666666
Prueba357,43.26109633333334,-2.946919666666666
Prueba358,43.26109666666667,-2.946920666666667
Prueba359,43.26109683333333,-2.946921833333333
Prueba360,43.26109750000001,-2.946924
Prueba361,43.261097666666664,-2.946925166666667
Prueba362,43.26109933333334,-2.946930833333333
Prueba363,43.26109966666667,-2.946933
Prueba364,43.261102666666666,-2.9469448333333332
Prueba365,43.26110016666666,-2.9469630000000007
Prueba366,43.26109700000001,-2.946970333333333
Prueba367,43.261098666666676,-2.9469861666666666
Prueba368,43.26109833333333,-2.9469908333333334
Prueba369,43.26109733333333,-2.9470006666666673
Prueba370,43.261095499999996,-2.9470063333333334
Prueba371,43.26109516666667,-2.9470106666666673
Prueba372,43.26109216666667,-2.9470139999999994
Prueba373,43.2610765,-2.947039833333333
Prueba374,43.261076333333335,-2.947045833333333
Prueba375,43.261073333333336,-2.947054666666667
Prueba376,43.26107233333333,-2.947060499999999
Prueba377,43.26107233333333,-2.9470655000000003
Prueba378,43.26105883333333,-2.9470799999999997
Prueba379,43.261062666666675,-2.947101833333334
Prueba380,43.2610265,-2.9475541666666665
Prueba381,43.26107416666667,-2.9476215
Prueba382,43.26109750000001,-2.9476576666666667
Prueba383,43.26114566666667,-2.9477271666666667
Prueba384,43.26119116666667,-2.9477976666666668
Prueba385,43.261214666666675,-2.9478331666666664
Prueba386,43.26134433333334,-2.9480120000000003
Prueba387,43.261373166666665,-2.9480481666666662
Prueba388,43.26140133333333,-2.9480848333333327
Prueba389,43.261429,-2.9481228333333327
Prueba390,43.26148466666667,-2.9481995000000008
Prueba391,43.2616205,-2.9484073333333334
Prueba392,43.26164816666666,-2.9484505000000008
Prueba393,43.2617895,-2.948669333333333
Prueba394,43.26183983333334,-2.948788833333333
Prueba395,43.261865333333326,-2.9488494999999997
Prueba396,43.26189283333333,-2.9489069999999997
Prueba397,43.261920833333335,-2.9489636666666668
Prueba398,43.26197966666667,-2.949072166666666
Prueba399,43.26207166666667,-2.949231
Prueba400,43.262165833333334,-2.9493871666666673
Prueba401,43.26219716666667,-2.9494341666666664
Prueba402,43.26225850000001,-2.949526666666667
Prueba403,43.26228683333334,-2.9495725
Prueba404,43.262344666666664,-2.949665833333333
Prueba405,43.26237433333334,-2.9497126666666666
Prueba406,43.26243666666666,-2.949809833333333
Prueba407,43.26250766666667,-2.9499195
Prueba408,43.26260800000001,-2.9500773333333328
Prueba409,43.26283766666667,-2.9504571666666664
Prueba410,43.26286749999999,-2.9505074999999996
Prueba411,43.198263833333336,-3.1531556666666667
Prueba412,43.173162500000004,-3.222549500000001
Prueba413,43.17315850000001,-3.222601
Prueba414,43.173152,-3.2230034999999995
Prueba415,43.17310200000001,-3.2232730000000003
Prueba416,43.173094000000006,-3.2233189999999996
Prueba417,43.17308249999999,-3.2233643333333335
Prueba418,43.17306416666667,-3.2234521666666667
Prueba419,43.173039,-3.2235388333333335
Prueba420,43.17300466666667,-3.223639666666667
Prueba421,43.09399266666666,-3.2895015
Prueba422,43.09402583333333,-3.2899295000000004
Prueba423,43.093968333333336,-3.2903543333333336
Prueba424,43.093941166666674,-3.290727999999999
Prueba425,43.09392433333334,-3.2909109999999995
Prueba426,43.093911500000004,-3.2910315
Prueba427,43.093891166666666,-3.2912749999999997
Prueba428,43.09388516666666,-3.2913965
Prueba429,42.94219666666666,-3.567714
Prueba430,42.9421685,-3.567757666666666
Prueba431,42.94195683333334,-3.5680866666666664
Prueba432,42.94182850000001,-3.5682808333333336
Prueba433,42.94166983333333,-3.5685086666666663
Prueba434,42.94164333333333,-3.5685471666666664
Prueba435,42.94150616666667,-3.5687405
Prueba436,42.941479166666674,-3.5687796666666665
Prueba437,42.94145233333334,-3.5688193333333333
Prueba438,42.94134183333333,-3.568979166666667
Prueba439,42.94122883333333,-3.569141333333333
Prueba440,42.94117216666666,-3.569223333333333
Prueba441,42.941086,-3.569345333333334
Prueba442,42.941056,-3.5693845
Prueba443,42.940996833333344,-3.569464999999999
Prueba444,42.94096733333334,-3.5695058333333334
Prueba445,42.940852,-3.5696746666666663
Prueba446,42.94082316666666,-3.5697175
Prueba447,42.94076683333333,-3.5698038333333333
Prueba448,42.940738499999995,-3.569846833333333
Prueba449,42.94071049999999,-3.569890833333333
Prueba450,42.94068116666667,-3.5699333333333336
Prueba451,42.94062266666666,-3.5700185
Prueba452,42.94033550000001,-3.5704475
Prueba453,42.940194166666664,-3.570657333333333
Prueba454,42.94000083333333,-3.5709393333333326
Prueba455,42.93997366666668,-3.5709793333333333
Prueba456,42.9398115,-3.5712229999999994
Prueba457,42.9397295,-3.571343666666667
Prueba458,42.93970283333333,-3.5713831666666667
Prueba459,42.939648999999996,-3.5714619999999995
Prueba460,42.93959450000001,-3.5715355
Prueba461,42.93956716666666,-3.5715690000000007
Prueba462,42.93954099999999,-3.5716051666666666
Prueba463,42.939405,-3.571788833333333
Prueba464,42.939271999999995,-3.5719845
Prueba465,42.939244499999994,-3.572020833333334
Prueba466,42.939187999999994,-3.5720836666666664
Prueba467,42.93913500000001,-3.572146166666667
Prueba468,42.93905333333334,-3.5722171666666664
Prueba469,42.939007833333335,-3.5722746666666665
Prueba470,42.9389065,-3.5724280000000004
Prueba471,42.93881249999999,-3.5725556666666667
Prueba472,42.93870966666666,-3.5726908333333327
Prueba473,42.938659333333334,-3.5727585
Prueba474,42.938634500000006,-3.572792333333334
Prueba475,42.93856149999999,-3.572891666666666
Prueba476,42.93853699999999,-3.5729248333333334
Prueba477,42.938489,-3.5729905000000004
Prueba478,42.93846533333334,-3.5730226666666667
Prueba479,42.93844200000001,-3.5730540000000004
Prueba480,42.938418666666664,-3.573085666666666
Prueba481,42.93832183333333,-3.573214166666667
Prueba482,42.93825233333334,-3.5733048333333333
Prueba483,42.938236499999995,-3.5733270000000004
Prueba484,42.938197499999994,-3.5733809999999995
Prueba485,42.93815933333334,-3.5734318333333333
Prueba486,42.93813366666667,-3.573461333333334
Prueba487,42.93808433333334,-3.5735270000000003
Prueba488,42.93798383333333,-3.573667333333333
Prueba489,42.93795766666668,-3.573702166666666
Prueba490,42.938310833333325,-3.5735695000000005
Prueba491,42.93833133333332,-3.573591
Prueba492,42.938358833333325,-3.573646333333334
